one might think it's coincidence first two three times display notification menu slide finger repeats pattern always end staining front camera without expert terminal design would say top edge screen close front camera maybe slightly higher one side would prevented annoying pattern,"['display', 'camera', 'screen', 'camera']"
anyway nothing solved cloth always near protective layer possible loss sensitivity associated screen,['screen']
step forward give high range everyone appreciate strong argument sale increases consumption battery although autonomy comment separate point,['battery']
respect screen seeing tendency manufacturers rush frames lg g6 s8 p10 plus become big seems screen taken advantage could,"['screen', 'screen']"
however screen bigger one p10 16 specifically resolution also,['screen']
taking account also 6 gb ram logical phone want take advantage many applications time games multimedia content etc,['ram']
one days squeezed battery arrived 3h 35 minutes screen passed 1 dawn,"['battery', 'screen']"
many applications humanly open use always move margin ram 2 3 gigs,['ram']
day way take many gigas ram mobile phone,['ram']
yes everything runs smoothly kirin 960 shows success huawei technology kind delay lag even frequent applications like camera stand background taking picture lot faster need 128 gb storage give great pleasure install download things without braking nothing justify right 6 gb ram,"['camera', 'storage', 'ram']"
think huawei room improvement continue debugging efficiency components rather offering ram,['ram']
problem excellent aspects price unit tested 6 gb ram 128 gb storage 799 euros,"['ram', 'storage']"
taking account disadvantages convinced ram storage spare two good cameras oriented artistic ends battery quiet every day maybe p10 plus,"['ram', 'storage', 'battery']"
design screen huawei p10 expected jump let's start draws attention past course change design visual language,['screen']
coupled side curve starts back practically reaches screen makes us really pleasant feeling hands,['screen']
may convince seeing presented lg xiaomi expected present samsung apple design terms screen,['screen']
misunderstand quality screen 5 1 inch ips neo panel better blacks ever ips panel fhd resolution still best,['screen']
want complain although true price huawei reach level lg company expected something risky design screen,['screen']
huawei conservative perhaps much although overall design 10 product screen start take strategy bill,['screen']
camera sensor huawei fingerprints become great take time following huawei know one first incorporate fingerprint sensor back either feedback users design decided incorporate front least occupy space would otherwise unusable somewhat difficult assume 2017,['camera']
2 serves fingerprint sensor settings menu configure use capacitive button thus hiding navigation bar providing screen,['screen']
experience first liked able save space screen lateral gestures multiventana different pulsations go back go home days use think still polish sensitivity lose things like double touch button recent apps go last app,['screen']
photographic section protagonist presentation new betting double camera,['camera']
want expand much complete article published days ago see results depth detail say really complete camera needs polished software level intuitive user level portrait modes work perfectly without blur problems,['camera']
performance huawei p10 binomial software hardware battery experience using mobile day day combine two parts one side hardware processor mate 9 created huawei kirin 960 attached 4gb ram 32gb expandable internal memory,"['battery', 'processor', 'ram', 'memory']"
0 nougat layer emui latest version already know ios style allowing fluid application box smarter close apps tasks necessary save battery strong bet trying get autonomy device,['battery']
arrived 4 hours screen without problems depending use spend day case mixture whatsapp telegram twitter pocket around 20 minutes game complicated load,['screen']
like immediate predecessor p10 series offers similar hardware package across two screen sizes contained classy understated metal shell,['screen']
elsewhere plenty design holdovers last year p series phones including glass camera window top sits flush surface metal,['camera']
screen,['screen']
white balance adjustable display settings menu worth,['display']
huawei includes factory fitted screen protector p10 standard like phones,['screen']
however unlike p9 mate 9 even cheaper models like nova neither p10 oleophobic coating screen,['screen']
smudge resistant layer included standard vast majority phones without display quickly becomes smudgy greasy,['display']
sanity please keep factory fitted screen protector attached plan picking p10,['screen']
p10s based kirin 960 platform mate 9 meaning plenty performance go around whether paired 4gb ram 64gb storage smaller p10 6gb 128gb plus,"['ram', 'storage']"
rebirth emui mate 9 huawei need whole lot translate experience onto smaller screen new emiu 5,['screen']
android notification center mostly unmolested save huawei customized quick settings implementation separate permissions system lock screen notifications bit confusing,['screen']
huawei partnered gopro include camera maker quik application p10 giving easy way conjure highlight reels transitions music matched photos,['camera']
like mate 9 pro p10 lets use gestures front mounted fingerprint scanner replace standard screen buttons,['screen']
decent idea theory never fully wrapped head around new button dynamic retreated safety screen keys pretty quickly,['screen']
massive changes emui 5 speak overall experience terms visuals performance boils using mate 9 software smaller display,['display']
1 p10 plus comes display dpi scaling options letting see screen enabled regular p10,"['display', 'screen']"
year huawei leica strategic partnership yielded dramatically improved camera performance big changes p10 imaging setup hardware software,['camera']
huawei camera app kirin isp pair light subject face fly smooth blemishes artistically defocus background,['camera']
many features also work p10 8 megapixel selfie camera front facer leica certified well situated behind bright f 1,['camera']
paper optics second gen leica camera setup smaller p10 changed since mate 9,['camera']
big camera hardware upgrade reserved p10 plus introduces dual f 1,['camera']
firstly high contrast scenes lots brighter shaded areas huawei camera struggles retain color detail areas certain shots rendered black white even full color mode,['camera']
relatively large battery capacities homegrown processors tight software controls background apps huawei phones always punched weight terms battery life,"['battery', 'battery']"
p10 getting ample 3 200mah cell little average phone size extra power savings coming use 1080p display,['display']
kind usage patterns looking around five hours screen time per charge,['screen']
step mate 9 phone smaller battery higher screen resolution,"['battery', 'screen']"
combining ability complete meaningful recharge around 30 minutes great battery life general huawei p10 emerges excellent performer,['battery']
p10 forces choose two bad options leave screen protector deal display feels like crappy plastic take live frustrating hellscape screen smudges,"['screen', 'display', 'screen']"
risk stating obvious display primary input output device phone,['display']
pretty clear phone supposed used pre fitted screen protector attached,['screen']
get good looking device great performance fantastic camera,['camera']
reservations screen p10 would certainly qualify one best android phones,['screen']
p10 plus comes extra bit icing cake brighter lens amazing low light captures option spec oodles ram storage,"['ram', 'storage']"
sits screen although despite looking like home key samsung device press button,['screen']
also swipe right open previous apps screen,['screen']
ust warned likely spend first days getting frustrated tapped button go home screen instead find returning web page,['screen']
phones huawei putting big focus camera p10,['camera']
dual camera setup rear p10 20mp monochrome sensor working tandem 12mp color shooter,['camera']
found good lighting p10 camera better p9 anything remarkably different,['camera']
also new leica branded portrait mode improves facial tracking includes beautification mode tell upcoming camera section,['camera']
huawei opted full hd display p10 unlike competition lg samsung qhd panels,['display']
screen much saw huawei p9 mostly pretty happy,['screen']
able reach corners display without stretching fingers,['display']
also found display super bright great often using phone strong sunlight,['display']
1 inch full hd display great watching movies videos phone size means easy hold viewing although may want slightly bigger screen going watching lot video p10 plus 5,"['display', 'screen']"
5 inch qhd resolution display may suit better,['display']
huawei p10 comes 64gb storage onboard supports microsd cards 256gb need,['storage']
powerful processor lot ram behind p10 mean gaming performance keeps pace recent flagship devices,"['processor', 'ram']"
powerful processor lot ram behind p10 mean gaming performance keeps pace recent flagship devices,"['processor', 'ram']"
huawei included hisilicon kirin 960 chipset inside huawei p10 processor saw huawei mate 9,['processor']
paired 4gb ram combo easily run latest apps games want using,['ram']
battery life huawei p10 improved compared various older huawei devices still great,['battery']
said pushing p10 hard lighter user probably okay put phone charge overnight hour long commute listening audio bluetooth spot web browsing brought battery 15,['battery']
huawei p10 pretty impressive idle battery life mind found struggled put hard processing tasks left screen extended periods,"['battery', 'screen']"
