everything really really well may truly excel areas screen resolution camera quality oneplus 3t still astonishingly good value serious flagship contender,"['screen', 'camera']"
run oneplus 3t launch several reports suggesting new phone would drop amoled screen technology used oneplus 3 favor lcd screen luckily happen,"['screen', 'screen']"
tap app drawer icon dock bottom display find vertically scrolling list installed applications come preinstalled,['display']
heap power hood full hd amoled display larger 128gb storage option headphone jack oneplus 3t comes well equipped music movies gaming,"['display', 'storage']"
oneplus 3t sports qualcomm snapdragon 821 chipset chip find google pixel pixel xl 6gb ram providing ample support serious power player,['ram']
welcome addition oneplus 3t oneplus 3 bigger battery,['battery']
rear oneplus 3t nothing changed oneplus 3 sony made 16mp rear camera protruding metal uni body single led flash sitting,['camera']
big difference camera department round front,['camera']
oneplus 3t improvement handset holding hand right battery life standout upgrade difficult justify trading newer model,['battery']
oneplus 3t improves oneplus 3 several key areas notably improved battery life slicker performance,['battery']
point lack expandable storage stumbling block larger size rules wanting something little manageable hand,['storage']
everything really really well may truly excel areas screen resolution camera quality oneplus 3t still astonishingly good value serious flagship contender,"['screen', 'camera']"
oneplus reasoning bumping camera appeal facebook live snapchat selfie generation fall category likely impressed,['camera']
oneplus 3t camera provides solid showing situations quite newest iphones samsungs could lot worse snapper,['camera']
images look little darker especially low light compared competition oneplus says engineered camera way give result truer eyes see scenario instead brightening dark areas artificially,['camera']
fire camera app oneplus relatively clean interface giving control hdr high dynamic range hq high quality modes,['camera']
18 battery 65 see fast dash charging,['battery']
ran techradar 90 minute full hd video test oneplus 3t screen brightness max wi fi connected accounts syncing background,['screen']
means battery capacity increased 3 000mah oneplus 3 3 400mah 3t shows,['battery']
video playback also great oneplus 3t full hd display providing clear visuals bright colors although quite clarity qhd resolution displays galaxy s7 edge htc 10 lg g5,['display']
new wallpaper clear button multi tasking menu bigger circular centralized screen brightness slider notification bar toggle auto brightness,['screen']
swipe top display notification panel offers range editable quick settings screen brightness slider,"['display', 'screen']"
one main upgrades oneplus 3t screen performance chinese firm claiming faster galaxy s7 iphone 7 thanks new chipset stuffed inside,['screen']
allowed oneplus 3t maintain slim profile bright vibrant display,['display']
means text images video clear smooth although display lacks supreme clarity qhd toting lg g6 galaxy s8,['display']
35mm aluminum uni body rear camera protrusion factory fitted removable screen protector,"['camera', 'screen']"
399 329 around au 450 oneplus 3 another storage price option oneplus 3t,['storage']
oneplus introduced new 128gb storage option fourth generation flagship set back 479 439 around au 630 move likely delight users firm continuing shun expandable memory features microsd slot,"['storage', 'memory']"
means getting slicker performance longer battery life punchier selfie snapper new storage option slightly higher price,"['battery', 'storage']"
3t completely new phone even oneplus admits instead billing new variant 3 right oneplus 3t design screen ram rear camera fingerprint scanner phone shoving limelight,"['screen', 'ram', 'camera']"
result get 4x5 grid previous 4x4 one icons able make much better use phone screen,['screen']
turn oneplus 3t see moderate camera bump protruding rear camera,"['camera', 'camera']"
5 inch screen paper identical oneplus 3,['screen']
also customise home screen looks performs,['screen']
want swiping anywhere home screen open search swiping anywhere opens notification panel drag top,['screen']
paired 6gb ddr4 ram unsurprising oneplus 3t feels incredibly snappy,['ram']
oneplus changed rear facing camera oneplus 3,['camera']
camera performance compared oneplus 3 changed great deal ois helps maintain less blurry shots low light,['camera']
performance rear camera overall still great money although quite amazing oneplus 3 launched 309 subsequently increased post brexit,['camera']
ois helps camera produce sharp shots original oneplus 3 habit producing smeared skin tones whereas oneplus 3t looks less like lens coated vaseline produces generally sharper results,['camera']
narcissists selfie camera upgrade decent improvement,['camera']
oneplus upgraded battery 3 400mah 3 000mah oneplus 3,['battery']
oneplus 3t remains best android phone buy price category fantastic performance great build quality improved battery life edged towards 400 beyond quite big bargain predecessor,['battery']
com oneplus 3t review battery life verdict page 4 pslrm2bfmgsfjodo,['battery']
fact display quad hd doubt helps battery performance,"['display', 'battery']"
hour netflix streaming display set 60 brightness also saw drop 9 good,['display']
half hour asphalt 8 took battery 7,['battery']
bigger change made front facing camera uses 16 megap l samsung 3p8sp sensor f 2,['camera']
oneplus 3 camera features like dynamic de noise auto hdr return,['camera']
even latter engaged operates ideal scenarios shutter lag camera app responds well,['camera']
oneplus says 6gb ram actually used camera app help boost responsiveness,"['ram', 'camera']"
oneplus shelf makes return accessible swiping right home screen,['screen']
houses recent contacts recent apps management centre shows storage battery levels well much data left limited tariff,"['storage', 'battery']"
box colours little oversaturated display looks great truth left display testing,"['display', 'display']"
makes display little less harsh eyes dark well supposedly reducing impact circadian rhythm,['display']
like moto z also ambient display turns display low power mode notifications come well proximity wake turns display wave hand camera,"['display', 'display', 'display', 'camera']"
optic amoled tech means black levels superb display still looks super sharp regardless comparably low pixels per inch count,['display']
second sim slot double microsd card slot case certain phones expandable storage like oneplus 3,['storage']
extra 128gb complete rip compared others charged extra storage either,['storage']
button setup similar samsung galaxy s7 means away android screen navigation buttons freeing display,"['screen', 'display']"
still turn screen navigation settings want,['screen']
99 key changes include faster qualcomm snapdragon 821 processor 13 larger battery capacity improved front facing camera,"['processor', 'battery', 'camera']"
one lus 3t bring recent apps carousel hold one open app cards drag one side screen,['screen']
battery life also held still easily last day without worrying carrying charger,['battery']
everything lick blue paint get bit contextual information settings section much duration expect battery,['battery']
new selfie camera slightly faster chipset bigger battery new color justify extra 40 others price hike feels inevitable oneplus grows status established manufacturers begins offering higher quality service,"['camera', 'battery']"
fail mention bigger battery pack came expense terms volume weight well,['battery']
advanced battery magic ever saw,['battery']
like oneplus 3 little beef variant doubt universally shared camera bump,['camera']
besides subjective aesthetics phone left flat surface main concern scratches camera lens,['camera']
display blends surrounding almost perfectly,['display']
wow factor still despite lack curved display,['display']
typical company fashion users offered full range navigation customization options including choice screen controls capacitive touch buttons,['screen']
sure diamond pentile pixel arrangement best possible choice screen makes great contrast,['screen']
along choice screen resolution color accuracy another big point oneplus 3 criticized,['screen']
changing gears quickly wash away minor usb disappointment 3 400 mah battery oneplus 3t quite engineering feat,['battery']
impressive thing extra battery capacity come expense neither added weight volume,['battery']
solid achievement oneplus 3 smaller battery predecessors,['battery']
screen still also quite gestures enjoy,['screen']
instance draw camera draw v toggle flashlight draw previous next track,['camera']
swiping left right fire dialer camera,['camera']
toggles include wi fi bluetooth night mode airplane mode screen auto rotate flashlight location others,['screen']
course also adjust brightness screen go settings menu,['screen']
aspects hardware refresh little bit visible others like new 128gb storage option higher megapixel front camera,"['storage', 'camera']"
ram interface frequency maximum bandwidth also increased 1333 mhz 21,['ram']
effectively shrink storage performance difference pair,['storage']
paper oneplus 3t main camera yet another department oneplus decided carry vanilla sibling,['camera']
good thing since phones offer solid camera experience,['camera']
camera utilizes sony imx298 sensor sony cutting edge offer still good enough power excellent flagship cameras like xiaomi mi 5 huawei mate 8,['camera']
regarding image quality oneplus 3t may camera hardware oneplus 3 comes new factory tuning,['camera']
camera sharpening prominent,['camera']
also appreciate screen notification whenever auto hdr kicks,['screen']
way always clear exactly camera app,['camera']
hq toggle camera app enables additional enhancement algorithms try recover finer detail might gone missing,['camera']
previously mentioned new 16mp front facing camera great performer,['camera']
5 inch qhd amoled panel snapdragon 820 soc 4gb ram 64gb storage,"['ram', 'storage']"
however go zte sacrificing perceivable brand coolness along fair bit battery capacity truly decluttered software experience,['battery']
pricing right internals snapdragon 820 4gb 6gb ram 64gb 128gb storage,"['ram', 'storage']"
fact probably camera biggest weakness,['camera']
camera offers consistent performance time worked,['camera']
obscure settings geotagging preferred storage shutter sound hidden away settings menu,['storage']
even raw support saves files alongside compressed ones camera undoubtedly full featured,['camera']
16mp camera 1,['camera']
selfie camera oneplus decided offer upgrade,['camera']
simple 8mp camera oneplus 3 swapped 16mp one oneplus 3t,['camera']
let start telling camera ui,['camera']
default camera app based stock android solution straightforward streamlined gets,['camera']
said however mobile camera capabilities come long way especially last months trying say perhaps camera oneplus 3t competitive today oneplus 3,"['camera', 'camera']"
0 nand storage chips,['storage']
already mentioned oxygen os lets easily chose using phone capacitive keys screen controls navigation,['screen']
naturally eats resources battery potentially data plan behind scenes,['battery']
bad way increase said space click hold last widget odd slider looking thing appears screen,['screen']
technical side things achieved clever segmentation system allows sub parts battery charged independently parallel oppo vooc charging,['battery']
30 minutes charger consistently got us dead battery 60,['battery']
60 30 minutes valid oneplus 3 new variant despite difference battery capacity,['battery']
image look bit bland mode punchy screen default mode deliver plenty,['screen']
plus battery life benefit using lower screen resolution opengl es 3,"['battery', 'screen']"
sadly neither slots would take microsd card sad see oneplus skimping expandable storage altogether,['storage']
new 128gb storage option offer time around,['storage']
camera bump question single led flash,['camera']
oneplus advertises zero 60 charge 3400mah battery 30 minutes surprise actually managed get pretty close numbers,['battery']
5in screen phone slim svelte usable one hand,['screen']
despite initial rumours oneplus 3t exactly display oneplus 3,['display']
admission oneplus continues ship screen recreates colours vibrantly oxygen os skin android runs feels right handset feel software screen runs right home popping colours bright whites,"['screen', 'screen']"
used oneplus 3 months draw decent comparisons straight need upgrade fear missing processor power speed battery life older model,"['processor', 'battery']"
oneplus 3t available 64gb internal storage bear mind sd card slot,['storage']
fact need spend 30 get impressive 128gb shows apple charging 100 jump storage iphone 7 unnecessarily high,['storage']
non removable battery clocks 3 400mah step 3 000 oneplus 3,['battery']
internals exactly dimensions battery denser hence increase,['battery']
one particularly busy google maps day barcelona even 12 hours go battery sitting 15 phone used navigate take photos video besides,['battery']
slim casing 3t means camera protrudes slightly,['camera']
used camera extensively barcelona results impressive,['camera']
front facing 16mp camera upgrade 8mp oneplus 3 one highest resolution selfie cameras market matching megapixel count rear one,['camera']
oneplus 3t may paper better processor bigger battery better selfie camera 3 worth spending another 400 features,"['processor', 'battery', 'camera']"
however want 128gb board storage go oneplus 3t setting back 439,['storage']
bigger battery lightning fast speeds selfie camera means video calls actually worthwhile experiences,"['battery', 'camera']"
oneplus 3 like newer 3t 6gb ram come december also run android nougat,['ram']
tell battery life better though already excellent oneplus 3,['battery']
panic need upgrade unless want oneplus phone 128gb storage,['storage']
honest minor changes like layout notification bar pull top screen,['screen']
football match cloudy weather reproduced well blur low lit church camera reproduced colour shadow high quality level,['camera']
using device primary email sender using apps like slack spotify pocket whatsapp train timetable apps gps battery drainers like google maps several others throughout day,['battery']
battery percentage chugs expected rate experience dramatic unexpected fall,['battery']
joins google pixel pixel xl qualcomm top line snapdragon 821 processor current pinnacle smartphone chips,['processor']
truly like using desktop times even ram computers 6gb board,['ram']
xda developers accuses oneplus configured processor automatically switch overdrive mode popular benchmark detected read full story,['processor']
oneplus confirmed practice apologised stating order give users better user experience resource intensive apps games especially graphically intensive ones implemented certain mechanisms community nougat builds trigger processor run aggressively,['processor']
box also already comes screen protector pre applied handy want use one,['screen']
lines break dark gunmetal review unit aerial lines oneplus logo sits beneath 16mp camera protrudes ever slightly casing,['camera']
front facing camera sits next earpiece also amazing 16mp something explore later,['camera']
sold 128gb storage 6gb ram priced 479 479 439,"['storage', 'ram']"
gunmetal version comes 64 128 gb options gold iteration comes 64 gb board storage,['storage']
things remain unchanged display side oneplus 3t also coming 5,['display']
5 inch amoled display 1080p resolution,['display']
expected amoled screen get rich vibrant colors lot contrast optional dark mode built oxygen os takes fanastic advantage deep inky blacks,['screen']
fan vibrancy though also easy switch srgb color mode display settings provides natural less saturated look,['display']
hood oneplus 3t comes new qualcomm snapdragon 821 processor clocked 2,['processor']
3t retains 6 gb ram also available oneplus 3,['ram']
6 gb ram multitasking issue either lot apps running background keep long time,['ram']
mentioned 64 gb 128 gb internal storage options available storage concern users opt higher variant expandable storage via microsd card available,"['storage', 'storage', 'storage']"
another area oneplus 3t received upgrade battery department device coming 3 400 mah battery slight bump compared 3 000 mah unit available oneplus 3,"['battery', 'battery']"
13 bump battery capacity impressive consider fact oneplus able achieve without making phone heavier thicker namesake,['battery']
oneplus claims get full day battery life charging device half hour,['battery']
far battery life concerned overall experience extremely good,['battery']
bump battery capacity may seem small seems make significant difference battery life,"['battery', 'battery']"
final area seen upgrade oneplus 3 camera change focused front facing shooter 16 mp unit double 8 mp sensor found oneplus 3,['camera']
rear camera 16 mp unit available oneplus 3 comes f 2,['camera']
default camera app pretty similar google camera many modes found including timelapse slow motion panorama,"['camera', 'camera']"
exception manual controls available looking dial setting otherwise nicely laid easy use camera application,['camera']
terms dynamic range camera tendency overexpose shot blow lot highlights hdr mode alleviates problem easily,['camera']
new customization options added latest version oxygen os built night mode makes viewing screen easier eyes night,['screen']
custom accent colors support third party icon packs screen gestures like double tap wake ability launch camera flashlight drawing v screen,"['screen', 'camera', 'screen']"
faster processor improved front facing camera larger battery capacity also results bump price point 64 gb model priced 439 128 gb iteration setting back additional 40,"['processor', 'camera', 'battery']"
swipe screen three fingers take screenshot add password use fingerprint lock application,['screen']
shelf still accessible swiping left home screen holds lot information including weather info recent contacts used apps,['screen']
also compose memos manage data storage battery life widget added instead take space home screens,"['storage', 'battery']"
definitely good camera comes picture quality,['camera']
front facing camera also comes f 2,['camera']
surprisingly performance absolutely fantastic oneplus 3t comparatively lower resolution display contributing factor well,['display']
sharpness problem either naked eye difference 1080p panel quad hd screen noticeable unless using phone vr,['screen']
oneplus feels vr mainstream enough justify jump quad hd decided stick 1080p aid battery life,['battery']
5 inch display,['display']
oneplus 3t screen oneplus 3 deviance earlier device,['screen']
device bright vivid colours like oneplus 3 dual polarizing layer designed make phone screen easier see brightest daylight,['screen']
make device user friendly especially compared android devices elements screen buttons take back homepage alongside resized app icons make phone look cleaner uniform,['screen']
although left significant amount storage apps pictures staggered much default files took,['storage']
said oneplus 3t 128gb version costs 439 compared 128gb iphone 7 costs 699 still get lot storage money,['storage']
comparison iphone 7 front camera 7mp 12mp back camera iphone 7 plus 12mp cameras front back meaning oneplus 3t stands devices,"['camera', 'camera']"
particular oneplus 3t offers fantastic camera options cheaper price point p9,['camera']
means phone faster processing speeds greater efficiency still uses battery consumption snapdragon 820,['battery']
phone receives 60 per cent charge 3 400 mah battery improvement 3 3000 mah 30 minutes great time wait around phone fully charge,['battery']
boosted battery also capacity increased 13 per cent keeping phone weight volume 3,['battery']
oneplus 3t merely continuation better features improved front camera battery overall deviated much design earlier device,"['camera', 'battery']"
size screen great improved camera plus compared android devices relatively straightforward use,"['screen', 'camera']"
particularly brands like samsung significant difficulties charging phones good see brand like oneplus creating faster battery whilst also ensuring safe users,['battery']
like oneplus 3 features 6gb lpddr4 ram make handset function faster,['ram']
also see date time phone simply holding hand screen,['screen']
like oneplus 3 oneplus 3t rear camera covered protective layer sapphire glass prevent scratching,['camera']
added benefit 16mp front camera means produces clearer photos video even low light situations,['camera']
rear camera uses 16mp sony pdaf sensor f,['camera']
pressing hollow square screen brings open apps,['screen']
like oneplus 3 oneplus 3t ships pre installed gorilla glass 4 screen protector welcome addition,['screen']
spending lot money device sometimes 700 extra protection screen always nice perk,['screen']
however protector smudges easily much smartphone screen protectors used make phone appear dirty used even new,['screen']
screen benefits phone thin bezel though different oneplus 3,['screen']
solitary oneplus logo stamped back bookended iphone htc like antenna breaks slightly raised camera lens,['camera']
primary change oneplus 3 oneplus 3t replacement qualcomm snapdragon 820 newer powerful snapdragon 821 processor,['processor']
ram remains 6gb although alterations chip swap undoubtedly main reason 3t expensive,['ram']
oneplus 3t 16 megapixel camera oneplus 3,['camera']
around front oneplus 3t 16 megapixel selfie camera,['camera']
great even low light camera combines pixels artificially boost light well,['camera']
even though oneplus 3t dimensions oneplus 3 contains larger capacity 3 400mah battery found last day moderately heavy use,['battery']
elongate battery life even using battery saver turns location background data vibrate feature,"['battery', 'battery']"
one thing like chance display battery icon circle bar,"['display', 'battery']"
dash charge fast charging system back oneplus claims charge battery 60 percent capacity 30 minutes,['battery']
depending model buy get either 64gb 128gb internal memory sadly microsd card slot increase storage,"['memory', 'storage']"
oneplus decided go one new dual sim trays option using one slots memory card 3t strictly dual sim device,['memory']
noticeable shelf slides left home screen find shortcuts frequently used apps space android widgets weather space write memos,['screen']
oneplus 3t runs cooler pressure 3 increased power efficiency offered snapdragon 821 means larger capacity 3 400mah battery last even longer,['battery']
5 inch optic amoled screen 1 920 x 1 080 pixel resolution,['screen']
stark screen calibration setting eye pleasing srgb option custom setting warm cool slider,['screen']
screen highly reflective brightness never elevates high enough level super visibility,['screen']
bezels around screen slim bezel less display feature premium phones like galaxy s8 lg g6,"['screen', 'display']"
5d gorilla glass 4 covers screen completing slick modern design,['screen']
oneplus 3t goes 399 64gb model 439 128gb model important distinction unlike android smartphones expandable memory,['memory']
get money three main improvements processor battery life camera,"['processor', 'battery', 'camera']"
finally camera although expecting big improvements main camera disappointed,"['camera', 'camera']"
although rear camera gets tougher sapphire lens cover main camera improvements mentioned introduction reserved front facing selfie camera captures images whopping 16 megapixels resolution,"['camera', 'camera', 'camera']"
typically discuss design display point since oneplus 3 cut straight chase get stuck performance,['display']
along processor upgrade oneplus 3t inherits predecessor impressive list core specifications,['processor']
namely qualcomm snapdragon 821 backed 6gb ram includes qualcomm adreno 530 graphics processing unit,['ram']
extra battery life well 3 400mah indeed give us life weirdly standard test looped 720p video viewed 170cd m2 brightness airplane mode actually fared worse original oneplus 3 lasting 13hrs 22mins compared oneplus 3 16hrs 56mins,['battery']
sometimes day day use brings markedly different results battery tests however anecdotally actually experiencing slightly better battery life oneplus 3,"['battery', 'battery']"
true able jump 49 92 battery 30 minutes took another 24 minutes hit 100 everyone would find 43 capacity enough get day especially power user,['battery']
briefly already covered oneplus 3t main camera oneplus 3 review good,['camera']
back familiar stuff identical last model design display,['display']
normal non vr usage oneplus 3t screen fine,['screen']
switched srgb mode screen covers 93,['screen']
faster bigger battery,['battery']
5 remains big beast phone albeit one quite feel like phablet screen still amoled 1 080 x 1 920 panel,['screen']
screen size anything 1080p tough tell apart supposedly sharper qhd 4k rivals,['screen']
bringing front facing camera 16 megapixels expect level performance selfies right wrong,['camera']
battery,['battery']
oneplus 3t also seems brighter display evident two phones placed side side,['display']
general app system performance oneplus 3t incredibly fluid always 4gb ram disposal,['ram']
generous amount onboard storage also means never worry running space even compulsive media user,['storage']
oneplus 3t front camera second biggest change compared oneplus 3,['camera']
quite liked oneplus 3t camera low light performance images noisy fair bit detail preserved,['camera']
surface oneplus 3t might seem like minor upgrade oneplus 3 key areas battery capacity higher resolution front camera faster cpu,"['battery', 'camera']"
however using better part week clear improvements extend brighter colour accurate display faster internal storage,"['display', 'storage']"
34 999 something like quad hd screen version would helped sealed deal nicely,['screen']
low light camera performance better reason complain lack expandable storage anymore,"['camera', 'storage']"
third notable change oneplus 3t 3400mah battery,['battery']
16 megapixel rear camera oneplus 3t supports pdaf f 2,['camera']
punchy colours display make watching videos really enjoyable,['display']
display good good sunlight legibility wide viewing angles,['display']
camera bump remains worry scratches thanks sapphire crystal glass,['camera']
6gb lpddr4 ram whopping 128gb internal storage,"['ram', 'storage']"
34 999 also get 3t 64gb storage rs,['storage']
swiping right home screen lets access shelf customisable screen lets stack widgets quick access,"['screen', 'screen']"
5 inch amoled display oneplus 3t full hd resolution corning gorilla glass 4 oneplus 3,['display']
colour temperature still cooler side like old model fix extent screen calibration settings,['screen']
case oneplus tried save pennies using lower quality parts time around also dug memory storage speeds,"['memory', 'storage']"
ram eyeball melting 16870mb quick 15624mb oneplus 3,['ram']
next let deal looks like important change battery,['battery']
camera back apart new sapphire glass coating,['camera']
5in 1080p amoled screen typically slightly ripe colours good sharpness great contrast,['screen']
like last time around camera pure joy use,['camera']
finger scanner unchanged sitting screen ready react super quick long finger wet,['screen']
lot great camera stabilisation hq also uses much less image smoothing noise reduction make super fine details clearer,['camera']
oneplus 3t excellent round main camera next generation tech see phones cost 200,['camera']
talking primarily dual camera antics huawei mate 9 iphone 7 plus let zoom without usual instant degradation image quality,['camera']
willing pay extra higher quality zoom fiddle size icons get rid google search bar make downward swipe anywhere screen bring notification tray,['screen']
still one phone lines 6gb ram expect case ages come,['ram']
oneplus upgraded selfie camera 8mp sensor 16mp one,['camera']
battery though results quite amazing might hope,['battery']
despite lower resolution lot conditions older selfie camera actually renders fine detail particularly beardy fuzz eyebrows,['camera']
oneplus 3t uses samsung 3p8sp front camera older oneplus 3 pretty decent sony imx179 used main camera classic nexus 5,"['camera', 'camera']"
two hours playing video stored internal storage lopped 15 per cent oneplus 3 battery 17 per cent oneplus 3t,"['storage', 'battery']"
right new phone battery seems drain faster,['battery']
however part may come tightening newer phone reports exactly much battery left,['battery']
powerful hardware dual rear camera oneplus 5 likely cost quite bit 3t could last chance grab oneplus bargain,['camera']
